Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Indian Marketing Sources                  ,N/A,N/A,Jamia Nagar,"Ghaffar Manzil, Jamia Nagar,",Delhi,110026,India,,Personality Development,"
	Indian Marketing Sources, Delhi provides live classroom training for industry executives and entrepreneurs. We teach marketers right way to reach the target with lower cost in the success way. Every course offered by us is designed as per the industry demand. Our online marketing and professional courses have been proving very effective among the students who have pursued or are pursuing the programs. Our courses enable you to have a better professional understanding, in regard to the hugely evolving online business world."
"Aptech Computer Education, Malviya Nagar                  ",N/A,N/A,Malviya Nagar,"B 6, SHIVALIK ( NEAR SRI AUROBINDO COLLEGE), MALVIYA NAGAR",Delhi,110085,India,,".Net, C, C++, C# (C Sharp), Java and J2EE","B 6, SHIVALIK ( NEAR SRI AUROBINDO COLLEGE), MALVIYA NAGAR"
Spunky Studio                  ,N/A,N/A,Punjabi Bagh,Punjabi Bagh,Delhi,110051,India,,Arts & Crafts,"Individual attention, well qualified teachers and ethical practice."
Toddlers International School                  ,N/A,N/A,Rohini,"Sec - 9, Rohini, Behind Shri Sai Baba / Shakti Aptts.",Delhi,110001,India,,"Arts & Crafts, Candle Making",Effective and modern teaching and evaluation methods.
Kreations Art & Crafts                  ,N/A,N/A,Krishna Nagar,"9, Sathnam Park",Delhi,110045,India,,"Arts & Crafts, Drawing & Painting",All round care for every children.
National Bal Bhavan                  ,N/A,N/A,Delhi Cantt,"Kotla Road Near I T O, Nearest Metro Station: Mandi House & Pragati Maidan",Delhi,110010,India,,"Indian Classical Music, Singing, Arts & Crafts, Drawing & Painting","
	Every child is treated with integrity and care. Well researched programme to bring the best of every child."
Sanskruti School Of Fine Art                  ,N/A,N/A,Mahavir Enclave,"Swami Pranavananda Bhawan, G-66, Bengali Colony, Mahavir Enclave, Mandir Marg, Opposite: Rainbow Appt., Near Dwarka Sectro",Delhi,110063,India,,Arts & Crafts,Comprehensive care to each student and ethical practice.
Dancing Feet                  ,N/A,N/A,Delhi Cantt,"3/1/2, Next To Cafe Coffee Day & Shobha Beauty Parlour, Gopinath Bazar Behind Capital Restro",Delhi,110009,India,,Arts & Crafts,All round care with grooming and counselling sessions.
Art Matrix                  ,N/A,N/A,Paschim Vihar,"A-1 B /5 C, Krishna Apartments Near Vishal Bharti Public School",Delhi,110059,India,,"Arts & Crafts, Drawing & Painting",Grooming and Counselling session.
Nirjur Creative Learning                  ,N/A,N/A,Model Town,"F 14/16 Model Town, Part 2 Opposite McDonald Opposite Mcdonald",Delhi,110092,India,,"Arts & Crafts, Cooking & Baking",Extensive learning  programme with fair practice.
Vaidik Sangeet Mahavidyalaya                  ,N/A,N/A,Uttam Nagar,"A-19 Chanakya Place-I, Opp. C-1 Janakpuri, Mata Chanan Devi Hospital",Delhi,110001,India,,"Western Classical Music, Folk Dance, Western Dance, Arts & Crafts, Drawing & Painting",Comprehensive learning programme.
Yashila Arts Gallery                  ,N/A,N/A,Shakarpur,"S 9, Gali No 1, Sunder Block, Shakarpu Opp Ice Depot",Delhi,110049,India,,"Arts & Crafts, Drawing & Painting","
	Facilities for all round development"
Learners Castle                  ,N/A,N/A,Gtb Nagar,"2647, Hudson Lane, North Campus Behind Khalsa College, GTB Nagar, Delhi",Delhi,110026,India,https://www.myprivatetutor.com/userfiles/centers/center1461749072.jpg,"Western Dance, Arts & Crafts, Cooking & Baking","
	Learners Castle serves as a training arena offering training in various fields and guide young children in fulfilling their dreams and ambitions. We follow a unique curriculum which is based on child development. All our trainers are well qualified and discern the potentials and abilities of each child. We offer the right academic curriculum and methodology thereafter by giving individual attention."
Kids N Why                  ,N/A,N/A,Delhi Cantt,"17, Siri Fort Road Near Sama Nursing Home",Delhi,110024,India,,"Western Dance, Arts & Crafts, Cooking & Baking",All the programes as per conducted as per the best practice.
Know How Institute                  ,N/A,N/A,Punjabi Bagh,Flat No. 203-2041/52 Above Indian Overseas Bank,Delhi,110091,India,,"Western Dance, Arts & Crafts","
	Know-How is a learning hub for Mothers and Children, in the areas of Art, Academics and Fitness."
Shadanga                  ,N/A,N/A,Kailash Colony,"A-137, Basement, , Dayanand Colony, Lajpat Nagar IV Indian Gas Agency Lane",Delhi,110075,India,,"Arts & Crafts, Drawing & Painting","
	Let your kid experience a world of happy learning. Join the programmes at Shadanga for healthy development of mind."
The Kids Hangout Place                  ,N/A,N/A,Mayur Vihar,"D-4, Acharya Niketan, Mayur Vihar (Phase-1) Near Reliance Fresh Store",Delhi,110065,India,,Arts & Crafts,Mental and physical enhancements are ensured.
Artoons                  ,N/A,N/A,Dwarka,"6-579, Raj Nagar, Part-II, Sector - 7",Delhi,110085,India,,"Arts & Crafts, Drawing & Painting","
	Individual attention and competent teachers"
Thinking Hats                  ,N/A,N/A,New Friends Colony,"C 4, Friends Colony East Near Ashram Chowk",Delhi,110016,India,,Arts & Crafts,Attention to each students enhancement.
Different Strokes                  ,N/A,N/A,Rohini,"Flat No.54, Chandrapriya Appts., Pkt: A3, Sec-8",Delhi,110060,India,,"Arts & Crafts, Drawing & Painting","Modern teaching and evaluation methods. Fair practice.
Segment & Subject Details:




Hobby Classes
Arts & Crafts, Drawing & Painting




Address: 
Flat No.54, Chandrapriya Appts., Pkt: A3, Sec-8
Landmark: 
Nearest Metro Station: Rohini West
"
Perky Poppets                  ,N/A,N/A,Green Park,"Vasant Vihar, Hauz Khas, Green Park, GK 1,2",Delhi,110092,India,,Arts & Crafts,Complete infrastructure and experienced teachers.
Himanshu Art Institute                  ,N/A,N/A,Rajendra Nagar,"7/13, Old Rajendra Nagar Near Water Tank",Delhi,110086,India,,"Arts & Crafts, Sculpture Making","
	Offering various programmes in the domain of Arts ! Choose your favourite and find the great Artist in you."
Kalakriti Foundation                  ,N/A,N/A,Laxmi Nagar,"130, Chitra Vihar,Vikas Marg Near Preet Vihar",Delhi,110075,India,,"Kathak, Odissi, Arts & Crafts",Excellent faculty and ambience.
Trg Academy Of Success                  ,N/A,N/A,Rohini,"O-1/42 ,room No.-109 , Budh Vihar , Phase-1,",Delhi,110017,India,https://www.myprivatetutor.com/userfiles/centers/center145899332715673.jpg,"All Subjects, Biology, Chemistry, Mathematics, Physics","
	Trg Academy of Success is a privately run academy of premier rank. Our faculty is experienced, dedicated and result-driven. We are the institute for school students where they will get good facility and calm studying atmosphere with a very high level of teaching. We will identify the strength and weakness of each student individually for their studies. Our method of teaching is similar to home tuition where every student get individual attention. We welcome all the parents and students who are looking for good tutoring"
Sharp Academy Of Fine Arts                  ,N/A,N/A,Dwarka,"304, Krishna Mall,, Sector 12 Dwarka, Plot 5, Pocket 2 Near Ayushman Hospital",Delhi,110065,India,,Arts & Crafts,"
	Choose your favourite classes from our wide range of Art and Craft programmes and excel in it."
Prath                  ,N/A,N/A,Hauz Khas,"S 49, Lower Ground Floor, Panchsheel Park Near ING Bank",Delhi,110017,India,,"Arts & Crafts, Drawing & Painting, Sculpture Making",Great teachers and well planned programme for all round development of the children.
The Art Expressions                  ,N/A,N/A,East Of Kailash,"No - 75 , Sant Nagar, East Of Kailash Near To Iskon Temple",Delhi,110085,India,,"Arts & Crafts, Drawing & Painting","
	Give full power to your artistic expression and earn applause !"
Windows The Art And Craft Corner                  ,N/A,N/A,Hauz Khas,"N 178, Panchshila Park, New Delhi Panchshila Rendezvous School",Delhi,110027,India,,Arts & Crafts,"
	Choose from our wide range of Art and Craft programmes and build your skills !"
Kashish Academy                  ,N/A,N/A,Rohini,"E 4/91, Basement, Rohini Sector 7",Delhi,110063,India,,"Western Dance, Drawing & Painting","
	Pursue your interests and hobbies towards great result ! Join Kashish family and be a part of our success !"
Pioneer Music And Arts School                  ,N/A,N/A,Rajouri Garden,"158-159, DDA (L I G) Flats, Near Cambridge Foundation School",Delhi,110085,India,,Arts & Crafts,Great mix of Enjoyment and Learning.
Delhi Institute Of Art By Yatharth                  ,N/A,N/A,Paschim Vihar,"J - 201 L I C Colony, Behind Radison Hotel",Delhi,110075,India,,"Arts & Crafts, Drawing & Painting","Participate in the awesome artworks ! Join our enriching programmes ASAP !
	"
Sai Art N Craft                  ,N/A,N/A,Rohini,"Flat No. 1 Bhagirathi Apartments,  Rohini Sector 9",Delhi,110017,India,,Arts & Crafts,Attention to each students progress and full scope of learning well.
Little Marvels Early Learning Centre                  ,N/A,N/A,Dwarka,"A-17, Sector 19 Dwarka Near Vardhman Mall",Delhi,110017,India,,Arts & Crafts,"The programmes are meant to give a completely enjoyable learning experience !
"
Advanced Academy                  ,N/A,N/A,Malviya Nagar,"J-1/72 L.G.F , Khirki Ext. Gupta Colony, Malviya Nagar",Delhi,110057,India,https://www.myprivatetutor.com/userfiles/centers/center145838925415661.jpg,"Biology, Chemistry, Mathematics, Physics, Political Science","
	Advanced Academy was setup with an aim to provide support, encouragement, increase self-esteem and motivation to facilitate the learning process."
The Nestlings Hobby Club                  ,N/A,N/A,Maviya Nagar,"C-11, Malviya Nagar Opposite To State Bank Of India.",Delhi,110052,India,,Arts & Crafts,"
	Join the The Nestlings Hobby Club and live your dreams ! Founder Principal: Meera Budhiraja, an educationist and columnist, with a flair for teaching and a special interest in Early Childhood Education conceived of Nestlings as a space that optimizes the growth of a child in her early years. "
Kalatmac                  ,N/A,N/A,Vasant Vihar,"E-13/ 5 Vasant Vihar, Near The Modern School, D P S",Delhi,110068,India,,"Arts & Crafts, Candle Making, Drawing & Painting, Model Making, Photography, Pottery, Sculpture Making, Tailoring & Knitting","
	Ample scope of indepth learning and ethical practice."
Kids N Teens                  ,N/A,N/A,Ashok Vihar,"E-163, Ashok Vihar, Phase 1 Near Maharaja Agarsen Hospital",Delhi,110052,India,,"Aerobics, Meditation, Reiki, Yoga, Zumba, Arts & Crafts, Drawing & Painting, Model Making, Photography, Pottery, Sculpture Making, Indian Classical Music, Instrumental, Singing, Western Classical Music",Special care for each students greatest benefit.
Satyam Kalashetra                  ,N/A,N/A,Sainik Farm,"W 86/ 19, Anupam Garden, Sainik Farms Near I G N O U Road",Delhi,110016,India,,"Bharat Natyam, Folk Dance, Kathak, Odissi, Western Dance, Arts & Crafts, Indian Classical Music, Instrumental, Singing, Western Classical Music",Comprehensive learning programme with grooming and counselling for the best result.
Daksh                  ,N/A,N/A,Ashok Vihar,"I Block, Phase I, Ashok Vihar Near Montfort School",Delhi,110057,India,,"Acting & Drama, Art & Craft Designing, Drawing & Painting, Other Hobbies","
	Well proven methods of teaching and attention to each students progress."
Playful Minds                  ,N/A,N/A,Hauz Khas,1 Padmini Enclave Hauz Khas,Delhi,110088,India,,"Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Model Making, Photography, Sculpture Making, Indian Classical Music, Instrumental, Singing","
	Competent and caring teachers and ethical practice"
Peek A Boo Kids Club                  ,N/A,N/A,Vasant Vihar,"Level B, C17/1, Paschimi Marg, Little Pearls Play School",Delhi,110075,India,,"Cooking & Baking, Drawing & Painting, Pottery",Specially designed programmes for various segment of students !
Ignited Minds                  ,N/A,N/A,Shalimar Bagh,B I 29 A Shalimar Bagh Behind Jaspal Kaur Public School,Delhi,110075,India,,"Arts & Crafts, Drawing & Painting, Photography, Pottery","
	Comprehensive training programme and fair practice ."
Sanskar Center                  ,N/A,N/A,Dwarka,"D 467, Sec-7, Palam Extention Near Ramphal Chowk",Delhi,110075,India,,"Language, Spell Bee Training, Acting & Drama, Arts & Crafts, Candle Making, Drawing & Painting, Horticulture, Pottery, Summer Camps",Complete learning programme
J R Institute                  ,N/A,N/A,Dwarka,"174, Sector 13- B Near Hotel Redisson Blu",Delhi,110017,India,,"Bharat Natyam, Creative dance, Folk Dance, Kathak, Western Dance, Arts & Crafts, Candle Making, Drawing & Painting, Pottery, Indian Classical Music, Instrumental, Singing, Western Classical Music",Experienced and caring teachers with great ambience !
Swarangan Sangeet Vidyalaya                  ,N/A,N/A,Dwarka,"Pankaj Arcade, Plot No. 7, Pocket-IV, T4, T5 & T5A , Sec-11 Near Kargil Chowk",Delhi,110062,India,,"Arts & Crafts, Candle Making, Drawing & Painting, Model Making, Photography, Pottery",Complete infrastructure and competent teachers 
Madhulikas Art Craft Classes                  ,N/A,N/A,Saket,"N-16 C, Saket, ( N- Block ) Near Saket Sports Complex",Delhi,110085,India,,"Acting & Drama, Arts & Crafts, Candle Making, Drawing & Painting, Pottery, Sculpture Making","
	Wide range of Art and Craft programmes for your enriching experience !"
My Second Home                  ,N/A,N/A,Sainik Farm,"C-124 Raju Park, Eastern Avenue Sainik Farm Ram Mandir",Delhi,110034,India,,"Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Horticulture, Model Making, Photography, Pottery, Sculpture Making","
	My Second Home, we believe each student has the power within him or her to learn, enjoy and achieve, and our goal is to provide the specific methods by which they can grow. We as well as all our teaching staffs implement teaching strategies that are interesting, engaging and fun. Find yourself in the great world of My Second Home where your humane expression gets to bloom fully."
Illuminati Institute                  ,N/A,N/A,Pitampura,"D-15, FF, Prashant Vihar, Outer Ring Road Near ICICI Bank",Delhi,110088,India,,"Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Pottery, Sculpture Making, Summer Camps","
	Research based course curriculum, Effective teaching and evaluation methods, Expert and motivating teachers, Ethical practice, Cooperation for your educational progress"
Raghuvansham Fine Art Institute                  ,N/A,N/A,Pitampura,"Nims City Tower, Ist Floor, N S P Near D Mall",Delhi,110063,India,,"Art & Craft Designing, Other Hobbies, Pottery","
	All round facilities for holistic development."
Earthen Aura Ceramics                  ,N/A,N/A,Pitampura,"UP-4, PitamPura Near Gopal Mandir",Delhi,110092,India,,"Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Horticulture, Photography, Pottery, Sculpture Making, Summer Camps","
	Expert trainers

	Strong infrastructure

	 Conducive environment

	Practical oriented study

	Monitoring of individual progress"
Euro Kids                  ,N/A,N/A,Paschim Vihar,"B1 -252, Paschim Vihar",Delhi,110095,India,,"Abacus Training, Communicative English, Handwriting, Language, Mental Maths, Speech & Drama, Spell Bee Training, Acting & Drama, Aero Modelling, Arts & Crafts, Drawing & Painting, Horticulture, Pottery, Sculpture Making, Summer Camps, Tailoring & Knitting","
	Updated course curriculum

	 Subject experts for each segment

	Modern evaluation method

	Counselling and grooming session"
Terra Institute Of Education Knowledge And Arts                  ,N/A,N/A,Nirman Vihar,"42, Shankar Vihar Basement Near Metro Pillar No 75",Delhi,110052,India,,Other Hobbies,"
	Spend your time with very enjoyable and learning activities, guided by caring and expert teachers."
S S S Educational Trust                  ,N/A,N/A,Dilshad Garden,M - 3/ A 6 Mrignaini Chowk,Delhi,110070,India,,"Other Hobbies, Photography","
	State of the art infrastructure

	Attention to each students progress

	Expert trainers

	Academic environment

	Ethical practice"
Voc Edu                  ,N/A,N/A,Ashok Vihar,Ashok Vihar Phase 1 A-12 Basement Near Post Office Central Market,Delhi,110065,India,,"Arts & Crafts, Cooking & Baking, Drawing & Painting, Model Making, Pottery, Sculpture Making, Tailoring & Knitting","Unique teaching methodologies

Regular counselling

Proper evaluation methods

Reporting to Guardian

Good infrastructure"
Aspire Art And Education Services                  ,N/A,N/A,Vasant Kunj,"White House 101, Masoodpur G D Goenka Public School",Delhi,110048,India,,"Bharat Natyam, Creative dance, Folk Dance, Kathak, Odissi, Western Dance, Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Horticulture, Photography, Pottery, Sculpture Making, Summer Camps, Indian Classical Music, Instrumental, Singing, Western Classical Music",Comprehensive learning programmes
Little Wonders Nursery School                  ,N/A,N/A,Friends Colony,A-298 Opp Ashoka Park,Delhi,110016,India,,"Acting & Drama, Aero Modelling, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Horticulture, Magic, Model Making, Photography, Pottery, Sculpture Making, Summer Camps, Tailoring & Knitting","
	Expert trainers

	Healthy environment of learning

	Regular monitoring of students progress

	Feedback to parents"
Focus Edu Care                  ,N/A,N/A,Greater Kailash I,"Classic House, W-86, Greater Kailash-II
New Delhi,",Delhi,110085,India,https://www.myprivatetutor.com/userfiles/centers/center14169851265767.png,"Bank Clerical, Bank PO, CA - CPT, CA - Final, CA - IPCC, CAT (MBA Entrance), CS - Executive, CS - Foundation, IBPS, ICWA & ICWAI, IIT JEE, MAT, RBI Exam, SBI Exam","
	Focus Edu Care is an education multiplex striving to impart comprehensive, innovative and market-driven education to students and professionals in the global business environment of the present scenario. We assist learners imbibe values of entrepreneurship, ethics and social responsibility. Focus Edu Care was established keeping in mind the growing need for education across the globe. Over year we have been able to achieve a consistent level of growth and innovation by offering definitive, and career-oriented clinical research courses, MBA programs, and stock market courses that have shaped the careers of students, transforming them into dynamic leaders."
Prabhaav                  ,N/A,N/A,Green Park,"Green Park, South Delhi",Delhi,110054,India,,"Communicative English, Language, Mental Maths, Personality Development, Speech & Drama, Spell Bee Training, Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Horticulture, Model Making, Photography, Pottery, Sculpture Making, Summer Camps","
	Caring and competent teachers."
Nritya Vatika                  ,N/A,N/A,Rohini,"D - 15/151, Sector 3, Rohini Near Ayodhya Chowk",Delhi,110026,India,,"Abacus Training, Communicative English, Personality Development, Speech & Drama, Spell Bee Training, Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Horticulture, Model Making, Pottery, Sculpture Making, Summer Camps","Nritya Vatika is a sacred place for learning. all the courses aare conducted under guidance of experts with attention to each students progress.
"
Acl-activity Center                  ,N/A,N/A,Civil Lines,"Rajmahal, 43, Rajpur Road, Civil Lines, Civil Lines Metro Station",Delhi,110048,India,,"Acting & Drama, Arts & Crafts, Candle Making, Cooking & Baking, Drawing & Painting, Model Making, Photography, Sculpture Making, Summer Camps","
	Well designed programmes"
Evolving With English                  ,N/A,N/A,Punjabi Bagh,"M1 , 61/41, West Punjabi Bagh",Delhi,110001,India,,"Acting & Drama, Arts & Crafts, Sculpture Making","
	Evolving With English offers various educational and creative workshops for young children. We conduct several activity based and student centered learning approach. We encourage students to be active and constructive in their own learning process. Our student centered training approach ensures active participation and involvement of the students in the learning process."
Horizon Expressive Therapy Centre                  ,N/A,N/A,Greater Kailash I,"Arya Samaj Mandir, 1st Floor Greater Kailash, Part 2 Next To Queens Court, GK 2",Delhi,110092,India,,"Aerobics, Meditation, Reiki, Yoga, Acting & Drama, Arts & Crafts, Candle Making, Drawing & Painting, Pottery, Sculpture Making, Summer Camps","
	Horizon Expressive Therapy Centre, is a unique children center known for it’s expert designed after school programs managed by professionals. Childrens are positively engaged and refreshed through these after school programmes that are both beneficial to their body and mind. The programs include art and craft, music and dance, storytelling, drama, pottery, yoga, fun and games."
Busy Bee Children Activity Centre                  ,N/A,N/A,Mandi,"33, Ground Floor, Bengali Market",Delhi,110094,India,,"Abacus Training, Personality Development, Speech & Drama, Spell Bee Training, Acting & Drama, Adventure Camps, Aero Modelling, Arts & Crafts, Candle Making, Drawing & Painting, Horticulture, Magic, Photography, Pottery, Sculpture Making, Summer Camps","
	-"
Bsc Academy                  ,N/A,N/A,Himayat Nagar,"C-37, Ganesh Nagar, Pandav Nagar Complex",Delhi,110028,India,https://www.myprivatetutor.com/userfiles/centers/center1461051233.jpg,"Bank Clerical, Bank PO, SBI Exam","

		Learning and competitive environment. 

		Brilliant initiatives like online tests, attendance reporting and test score reporting through SMS, email etc. 

		Quick methods and logical approaches. 

		Strategically located centres across the country for convenience to students and parents.
"
Diamond Coaching Center                  ,N/A,N/A,Bhajanpura,"E-3/44, Pandit Jodharam Gali, Dayalpur",Delhi,110016,India,,"All Subjects, Mathematics, Social Studies","

		Specialized trainer 

		Flexible time 

		Regular and Weekend class 
"
Iift Naraina                  ,N/A,N/A,Naraina Vihar,"A-34, 1st Floor, Naraina Industrial Area,
Phase-II",Delhi,110045,India,,"BBA Subjects, Management Subjects","

		To promote skilled & education in fashion & textile connected activities and to unable students to pursue their general and technical studies to the best normal get-table. 

		To promote the perfection of strategies and evolving new and improved practices associated with planning and production of covering. 

		To act as authoritative body for the aim of consultation in matters of public and skilled interest regarding the attire business. 

		To be the middle of excellence on Fashion style & Technologies, Textiles Technologies and different connected activities leverage the advantage of recent means of life. 
"
Catalyst Tuition Centre                  ,N/A,N/A,Green Park,"D-18 Green Park Extension 
Near Uphaar Cinema",Delhi,110085,India,https://www.myprivatetutor.com/userfiles/centers/center145759897315585.jpg,"Biology, Chemistry, English, Mathematics, Physics, Zoology, AIEEE, IIT JEE","
	Catalyst Tuition Center is the fastest growing coaching classroom & tutoring services in Green Park, Delhi. Our tutors have helped thousands of students improve their grades, raise their test scores, learn essential study skills, build their academic self-confidence, and reach their full potential. The key to our success is our group of experienced tutors, who are expert professionals with impeccable credentials and genuine passion for teaching."
Alfa Metis Pvt Ltd                  ,N/A,N/A,Dwarka,"F-612, Ground Floor,
Ramphal Chowk, (Near IGNOU)
Sector-7, Dwarka
New Delhi-110045
(Nearest Metro Station: Sector-9, Dwarka)",Delhi,211004,India,,"Android Training, Ethical Hacking","F-612, Ground Floor,
Ramphal Chowk, (Near IGNOU)
Sector-7, Dwarka
New Delhi-110045
(Nearest Metro Station: Sector-9, Dwarka)"
Glion Overseas Education                  ,N/A,N/A,Rohini,"Garg Trade Centre, 1st Floor,Unit No-153, Plot No-5,Sector-11 Rohini ,Delhi-85 India.",Delhi,110027,India,,"English, IELTS","Garg Trade Centre, 1st Floor,Unit No-153, Plot No-5,Sector-11 Rohini ,Delhi-85 India."
The Gate Coach                  ,N/A,N/A,Jia Sarai,"28, Jia Sarai, Near IIT, Hauzkhas, New Delhi - 16",Delhi,110068,India,,"Electrical, Civil, Mechanical, Chemical, Electronics","
	The Gate Coach as an institute is the best institute for for the preparation of GATE, IES, PSUs coaching institute in India since 1997. It is the first GATE coaching institute in North India. The Gate Coach provides coaching for Chemical Engineering, Mechanical Engineering, Civil Engineering, Electrical Engineering, Instrumentation Engineering, Engineering Sciences"
Dazzle Wonders                  ,N/A,N/A,Rajouri Garden,"J12/39
Rajouri Garden
New Delhi",Delhi,110059,India,,"Drawing & Painting, Summer Camps, Arts & Crafts","J12/39
Rajouri Garden
New Delhi"
Ten By Ten Classes                  ,N/A,N/A,Freedom Fighter Enclave,"D Block 
